Feature (description),Attribute,M,T
C_D_C0019214 (Hepatosplenomegaly),M,0.9166,0.9491
C_D_C0019214 (Hepatosplenomegaly),N,0.0809,0.0466
C_D_C0019214 (Hepatosplenomegaly),P,0.0025,0.0043
C_D_C0019559 (Hip joint pain),M,0.9875,0.9965
C_D_C0019559 (Hip joint pain),N,0.0007,0.0005
C_D_C0019559 (Hip joint pain),P,0.0118,0.003
C_D_C0020580 (Hypesthesia),M,0.7492,0.8804
C_D_C0020580 (Hypesthesia),N,0.1642,0.0884
C_D_C0020580 (Hypesthesia),P,0.0866,0.0312
C_D_C0021294 ('Infant  Premature'),M,0.9985,0.9962
C_D_C0021294 ('Infant  Premature'),N,0,0.0003
C_D_C0021294 ('Infant  Premature'),P,0.0014,0.0035
C_D_C0022346 (Icterus),M,0.7172,0.7725
C_D_C0022346 (Icterus),N,0.0536,0.0787
C_D_C0022346 (Icterus),P,0.2291,0.1489
C_D_C0023222 (Pain in lower limb),M,0.9735,0.9843
C_D_C0023222 (Pain in lower limb),N,0.0046,0.0038
C_D_C0023222 (Pain in lower limb),P,0.0218,0.0119
C_D_C0024031 (Low Back Pain),M,0.9661,0.9918
C_D_C0024031 (Low Back Pain),N,0.0005,0.0004
C_D_C0024031 (Low Back Pain),P,0.0334,0.0078
C_D_C0025287 (Meningism),M,0.9778,0.953
C_D_C0025287 (Meningism),N,0.0202,0.0422
C_D_C0025287 (Meningism),P,0.0019,0.0047
C_D_C0026821 (Muscle Cramp),M,0.978,0.9941
C_D_C0026821 (Muscle Cramp),N,0.0018,0.0007
C_D_C0026821 (Muscle Cramp),P,0.0202,0.0053
C_D_C0027424 (Nasal congestion (finding)),M,0.8962,0.7452
C_D_C0027424 (Nasal congestion (finding)),N,0.0755,0.0378
C_D_C0027424 (Nasal congestion (finding)),P,0.0283,0.217
C_D_C0027497 (Nausea),M,0.6163,0.6764
C_D_C0027497 (Nausea),N,0.1717,0.1189
C_D_C0027497 (Nausea),P,0.212,0.2047
C_D_C0028643 (Numbness),M,0.747,0.8802
C_D_C0028643 (Numbness),N,0.1659,0.0885
C_D_C0028643 (Numbness),P,0.0871,0.0313
C_D_C0029053 (Decreased translucency),M,0.9882,0.948
C_D_C0029053 (Decreased translucency),N,0.0003,0.0012
C_D_C0029053 (Decreased translucency),P,0.0116,0.0507
C_D_C0030193 (Pain),M,0.4886,0.7738
C_D_C0030193 (Pain),N,0.1065,0.0633
C_D_C0030193 (Pain),P,0.4049,0.1629
C_D_C0030232 (Pallor),M,0.9423,0.9073
C_D_C0030232 (Pallor),N,0.0429,0.0792
C_D_C0030232 (Pallor),P,0.0148,0.0135
C_D_C0030252 (Palpitations),M,0.8111,0.8858
C_D_C0030252 (Palpitations),N,0.0905,0.0582
C_D_C0030252 (Palpitations),P,0.0984,0.056
C_D_C0030544 (PARENTAL CONCERNS),M,0.9954,0.9939
C_D_C0030544 (PARENTAL CONCERNS),N,0,0.0001
C_D_C0030544 (PARENTAL CONCERNS),P,0.0046,0.0059
C_D_C0030794 (Pelvic Pain),M,0.9914,0.9985
C_D_C0030794 (Pelvic Pain),N,0.0015,0.0004
C_D_C0030794 (Pelvic Pain),P,0.0071,0.0011
C_D_C0032617 (Polyuria),M,0.9352,0.9587
C_D_C0032617 (Polyuria),N,0.0594,0.0363
C_D_C0032617 (Polyuria),P,0.0054,0.005
C_D_C0033213 (Problem),M,0.9397,0.9646
C_D_C0033213 (Problem),N,0.0098,0.0105
C_D_C0033213 (Problem),P,0.0505,0.0248
C_D_C0033774 (Pruritus),M,0.9322,0.969
C_D_C0033774 (Pruritus),N,0.0198,0.0127
C_D_C0033774 (Pruritus),P,0.048,0.0184
C_D_C0036396 (Sciatica),M,0.9902,0.9969
C_D_C0036396 (Sciatica),N,0.0002,0.0004
C_D_C0036396 (Sciatica),P,0.0097,0.0027
C_D_C0036572 (Seizures),M,0.9304,0.9455
C_D_C0036572 (Seizures),N,0.0167,0.0142
C_D_C0036572 (Seizures),P,0.0529,0.0404
C_D_C0037011 (Shoulder Pain),M,0.9856,0.9972
C_D_C0037011 (Shoulder Pain),N,0.0003,0.0001
C_D_C0037011 (Shoulder Pain),P,0.0141,0.0027
C_D_C0037088 (Signs and Symptoms),M,0.9462,0.951
C_D_C0037088 (Signs and Symptoms),N,0.0025,0.0016
C_D_C0037088 (Signs and Symptoms),P,0.0513,0.0474
C_D_C0037090 ('Signs and Symptoms  Respiratory'),M,0.881,0.7383
C_D_C0037090 ('Signs and Symptoms  Respiratory'),N,0.0016,0.0018
C_D_C0037090 ('Signs and Symptoms  Respiratory'),P,0.1175,0.2599
C_D_C0037763 (Spasm),M,0.9783,0.9953
C_D_C0037763 (Spasm),N,0.0015,0.0005
C_D_C0037763 (Spasm),P,0.0203,0.0042
C_D_C0038435 (Stress),M,0.9835,0.9888
C_D_C0038435 (Stress),N,0.0007,0.0001
C_D_C0038435 (Stress),P,0.0159,0.0111
C_D_C0038990 (Sweating),M,0.951,0.9641
C_D_C0038990 (Sweating),N,0.0369,0.0251
C_D_C0038990 (Sweating),P,0.0121,0.0108
C_D_C0038999 (Swelling),M,0.9654,0.9843
C_D_C0038999 (Swelling),N,0.0045,0.0028
C_D_C0038999 (Swelling),P,0.03,0.0128
C_D_C0039070 (Syncope),M,0.9298,0.9377
C_D_C0039070 (Syncope),N,0.0272,0.0231
C_D_C0039070 (Syncope),P,0.043,0.0393
C_D_C0039231 (Tachycardia),M,0.9382,0.8432
C_D_C0039231 (Tachycardia),N,0.0163,0.0109
C_D_C0039231 (Tachycardia),P,0.0455,0.1459
C_D_C0039591 (Pain in testicle),M,0.9914,0.9982
C_D_C0039591 (Pain in testicle),N,0.0028,0.0008
C_D_C0039591 (Pain in testicle),P,0.0058,0.0009
C_D_C0040460 (Toothache),M,0.9823,0.9977
C_D_C0040460 (Toothache),N,0.0009,0.0004
C_D_C0040460 (Toothache),P,0.0168,0.0019
C_D_C0041657 (Unconscious State),M,0.9427,0.9907
C_D_C0041657 (Unconscious State),N,0.0305,0.0043
C_D_C0041657 (Unconscious State),P,0.0269,0.005
C_D_C0042023 (Increased frequency of micturition),M,0.9546,0.9663
C_D_C0042023 (Increased frequency of micturition),N,0.0165,0.0101
C_D_C0042023 (Increased frequency of micturition),P,0.0289,0.0236
C_D_C0042571 (Vertigo),M,0.8901,0.9375
C_D_C0042571 (Vertigo),N,0.0178,0.0077
C_D_C0042571 (Vertigo),P,0.0922,0.0548
C_D_C0042963 (Vomiting),M,0.6261,0.5541
C_D_C0042963 (Vomiting),N,0.2332,0.2275
C_D_C0042963 (Vomiting),P,0.1407,0.2184
C_D_C0043144 (Wheezing),M,0.8559,0.7499
C_D_C0043144 (Wheezing),N,0.0969,0.1247
C_D_C0043144 (Wheezing),P,0.0472,0.1254
C_D_C0080274 (Urinary Retention),M,0.9873,0.9961
C_D_C0080274 (Urinary Retention),N,0.0019,0.0005
C_D_C0080274 (Urinary Retention),P,0.0108,0.0034
C_D_C0085393 (Immunocompromised Host),M,0.9917,0.9717
C_D_C0085393 (Immunocompromised Host),N,0.0043,0.0084
C_D_C0085393 (Immunocompromised Host),P,0.004,0.02
C_D_C0085593 (Chills),M,0.6097,0.7186
C_D_C0085593 (Chills),N,0.1496,0.0605
C_D_C0085593 (Chills),P,0.2407,0.2209
C_D_C0085602 (Polydipsia),M,0.9479,0.9709
C_D_C0085602 (Polydipsia),N,0.0156,0.0054
C_D_C0085602 (Polydipsia),P,0.0366,0.0238
C_D_C0085631 (Agitation),M,0.974,0.9865
C_D_C0085631 (Agitation),N,0.0003,0.0004
C_D_C0085631 (Agitation),P,0.0256,0.0131
C_D_C0085639 (Falls),M,0.9085,0.9752
C_D_C0085639 (Falls),N,0.0074,0.0016
C_D_C0085639 (Falls),P,0.0841,0.0232
C_D_C0087130 (Uncertainty),M,0.9465,0.9711
C_D_C0087130 (Uncertainty),N,0.0004,0.0007
C_D_C0087130 (Uncertainty),P,0.0531,0.0282
C_D_C0087136 (Unmarried),M,0.9702,0.9876
C_D_C0087136 (Unmarried),N,0.0002,0.0001
C_D_C0087136 (Unmarried),P,0.0295,0.0123
C_D_C0149744 (Oral lesion),M,0.989,0.9938
C_D_C0149744 (Oral lesion),N,0.009,0.0055
C_D_C0149744 (Oral lesion),P,0.002,0.0007
C_D_C0150055 (Chronic pain),M,0.9805,0.9953
C_D_C0150055 (Chronic pain),N,0.0003,0.0001
C_D_C0150055 (Chronic pain),P,0.0192,0.0046
C_D_C0150312 (Present),M,0.7887,0.7128
C_D_C0150312 (Present),N,0.0052,0.0035
C_D_C0150312 (Present),P,0.2062,0.2837
C_D_C0150618 (History and physical examination),M,0.7618,0.843
C_D_C0150618 (History and physical examination),N,0.0002,0.0003
C_D_C0150618 (History and physical examination),P,0.238,0.1567
C_D_C0151315 (Neck stiffness),M,0.9878,0.9683
C_D_C0151315 (Neck stiffness),N,0.0047,0.0161
C_D_C0151315 (Neck stiffness),P,0.0075,0.0157
C_D_C0151602 (Facial swelling (finding)),M,0.9822,0.9943
C_D_C0151602 (Facial swelling (finding)),N,0.0073,0.003
C_D_C0151602 (Facial swelling (finding)),P,0.0105,0.0027
C_D_C0151827 (Eye pain),M,0.9256,0.9529
C_D_C0151827 (Eye pain),N,0.0182,0.0115
C_D_C0151827 (Eye pain),P,0.0562,0.0356
C_D_C0151908 (Dry skin),M,0.3355,0.3802
C_D_C0151908 (Dry skin),N,0.0011,0.0004
C_D_C0151908 (Dry skin),P,0.6634,0.6194
C_D_C0152029 (Congestion of nasal sinus),M,0.9935,0.9835
C_D_C0152029 (Congestion of nasal sinus),N,0.0025,0.0011
C_D_C0152029 (Congestion of nasal sinus),P,0.0041,0.0154
C_D_C0152169 (Renal Colic),M,0.995,0.9993
C_D_C0152169 (Renal Colic),N,0.0001,0.0001
C_D_C0152169 (Renal Colic),P,0.0049,0.0005
C_D_C0152447 (Urethral discharge),M,0.9895,0.9978
C_D_C0152447 (Urethral discharge),N,0.0088,0.0015
C_D_C0152447 (Urethral discharge),P,0.0017,0.0007
C_D_C0162275 (Ketonuria),M,0.9569,0.9715
C_D_C0162275 (Ketonuria),N,0.0002,0.0004
C_D_C0162275 (Ketonuria),P,0.0429,0.0281
C_D_C0205082 (Severe (severity modifier)),M,0.8913,0.9209
C_D_C0205082 (Severe (severity modifier)),N,0.0164,0.0262
C_D_C0205082 (Severe (severity modifier)),P,0.0922,0.0529
C_D_C0205160 (Negative),M,0.2216,0.2949
C_D_C0205160 (Negative),N,0.0053,0.0035
C_D_C0205160 (Negative),P,0.7731,0.7016
C_D_C0205161 (Abnormal),M,0.9532,0.8893
C_D_C0205161 (Abnormal),N,0.0112,0.0094
C_D_C0205161 (Abnormal),P,0.0356,0.1012
C_D_C0220870 (Lightheadedness),M,0.9279,0.9609
C_D_C0220870 (Lightheadedness),N,0.0136,0.0077
C_D_C0220870 (Lightheadedness),P,0.0585,0.0314
C_D_C0221198 (Lesion),M,0.8645,0.917
C_D_C0221198 (Lesion),N,0.0622,0.0439
C_D_C0221198 (Lesion),P,0.0733,0.0391
C_D_C0221423 (Illness (finding)),M,0.8963,0.67
C_D_C0221423 (Illness (finding)),N,0.0192,0.041
C_D_C0221423 (Illness (finding)),P,0.0845,0.2889
C_D_C0221628 (History of alcohol abuse),M,0.9885,0.9978
C_D_C0221628 (History of alcohol abuse),N,0.0002,0.0001
C_D_C0221628 (History of alcohol abuse),P,0.0114,0.002
C_D_C0221785 (Pain in wrist),M,0.9903,0.9993
C_D_C0221785 (Pain in wrist),N,0.0004,0.0001
C_D_C0221785 (Pain in wrist),P,0.0093,0.0005
C_D_C0227791 (Vaginal Discharge),M,0.9733,0.9911
C_D_C0227791 (Vaginal Discharge),N,0.0093,0.0031
C_D_C0227791 (Vaginal Discharge),P,0.0173,0.0058
C_D_C0231218 (Malaise),M,0.9453,0.8212
C_D_C0231218 (Malaise),N,0.014,0.0127
C_D_C0231218 (Malaise),P,0.0408,0.1661
C_D_C0231221 (Asymptomatic),M,0.972,0.9926
C_D_C0231221 (Asymptomatic),N,0.0003,0.0003
C_D_C0231221 (Asymptomatic),P,0.0277,0.0072
C_D_C0231528 (Myalgia),M,0.8922,0.7637
C_D_C0231528 (Myalgia),N,0.0688,0.0316
C_D_C0231528 (Myalgia),P,0.039,0.2047
C_D_C0231589 (Limitation of joint movement),M,0.9879,0.9991
C_D_C0231589 (Limitation of joint movement),N,0.0003,0.0001
C_D_C0231589 (Limitation of joint movement),P,0.0119,0.0008
C_D_C0231627 (Step-off),M,0.9917,0.9988
C_D_C0231627 (Step-off),N,0.0059,0.0009
C_D_C0231627 (Step-off),P,0.0025,0.0003
C_D_C0231683 (Gait normal),M,0.9221,0.957
C_D_C0231683 (Gait normal),N,0,0.0001
C_D_C0231683 (Gait normal),P,0.0779,0.0429
C_D_C0231749 (Knee pain),M,0.9739,0.9964
C_D_C0231749 (Knee pain),N,0.0012,0.0001
C_D_C0231749 (Knee pain),P,0.0249,0.0035
C_D_C0231835 (Tachypnea),M,0.9769,0.9189
C_D_C0231835 (Tachypnea),N,0.0066,0.0184
C_D_C0231835 (Tachypnea),P,0.0165,0.0628
C_D_C0231875 (Expiratory wheezing),M,0.9838,0.9528
C_D_C0231875 (Expiratory wheezing),N,0.0001,0.0013
C_D_C0231875 (Expiratory wheezing),P,0.016,0.0459
C_D_C0231898 (Diaphragmatic breathing),M,0.9997,0.9982
C_D_C0231898 (Diaphragmatic breathing),N,0,0.0004
C_D_C0231898 (Diaphragmatic breathing),P,0.0002,0.0013
C_D_C0232201 (Sinus rhythm),M,0.9687,0.9772
C_D_C0232201 (Sinus rhythm),N,0.0003,0.0004
C_D_C0232201 (Sinus rhythm),P,0.031,0.0224
C_D_C0232202 (Normal sinus rhythm),M,0.9108,0.9381
C_D_C0232202 (Normal sinus rhythm),N,0.0002,0.0003
C_D_C0232202 (Normal sinus rhythm),P,0.0889,0.0617
C_D_C0232462 (Decrease in appetite),M,0.9952,0.9787
C_D_C0232462 (Decrease in appetite),N,0.0001,0.0001
C_D_C0232462 (Decrease in appetite),P,0.0046,0.0212
C_D_C0232466 (Feeding difficulties),M,0.9992,0.9989
C_D_C0232466 (Feeding difficulties),N,0.0001,0.0001
C_D_C0232466 (Feeding difficulties),P,0.0007,0.0009
C_D_C0232493 (Epigastric pain),M,0.9833,0.9938
C_D_C0232493 (Epigastric pain),N,0.0004,0.0003
C_D_C0232493 (Epigastric pain),P,0.0163,0.0059
C_D_C0232495 (Lower abdominal pain),M,0.9844,0.9962
C_D_C0232495 (Lower abdominal pain),N,0.0012,0.0007
C_D_C0232495 (Lower abdominal pain),P,0.0144,0.0031
C_D_C0232498 (Abdominal tenderness),M,0.9794,0.9884
C_D_C0232498 (Abdominal tenderness),N,0.005,0.0032
C_D_C0232498 (Abdominal tenderness),P,0.0156,0.0084
C_D_C0232693 (Bowel sounds),M,0.9446,0.9576
C_D_C0232693 (Bowel sounds),N,0.0001,0.0001
C_D_C0232693 (Bowel sounds),P,0.0553,0.0422
C_D_C0233536 (Overlying behavior),M,0.986,0.9955
C_D_C0233536 (Overlying behavior),N,0.0057,0.0031
C_D_C0233536 (Overlying behavior),P,0.0083,0.0013
C_D_C0233657 (Flight of ideas),M,0.9919,0.9997
C_D_C0233657 (Flight of ideas),N,0.0062,0.0001
C_D_C0233657 (Flight of ideas),P,0.0019,0.0001
C_D_C0233762 ('Hallucinations  Auditory'),M,0.991,0.9991
C_D_C0233762 ('Hallucinations  Auditory'),N,0.0061,0.0001
C_D_C0233762 ('Hallucinations  Auditory'),P,0.0029,0.0008
C_D_C0233763 ('Hallucinations  Visual'),M,0.9906,0.9993
C_D_C0233763 ('Hallucinations  Visual'),N,0.0063,0.0001
C_D_C0233763 ('Hallucinations  Visual'),P,0.0031,0.0005
C_D_C0234162 (Cerebellar Dysmetria),M,0.9897,0.9976
C_D_C0234162 (Cerebellar Dysmetria),N,0.0096,0.002
C_D_C0234162 (Cerebellar Dysmetria),P,0.0007,0.0004
C_D_C0234215 (Sensory Discomfort),M,0.9211,0.969
C_D_C0234215 (Sensory Discomfort),N,0.0038,0.0018
C_D_C0234215 (Sensory Discomfort),P,0.075,0.0293
C_D_C0234233 (Sore to touch),M,0.4042,0.549
C_D_C0234233 (Sore to touch),N,0.2508,0.2655
C_D_C0234233 (Sore to touch),P,0.3449,0.1856
C_D_C0234238 (Ache),M,0.9866,0.8721
C_D_C0234238 (Ache),N,0.0003,0.0008
C_D_C0234238 (Ache),P,0.0131,0.1271
C_D_C0234254 (Radiating pain),M,0.9847,0.9982
C_D_C0234254 (Radiating pain),N,0.001,0.0003
C_D_C0234254 (Radiating pain),P,0.0143,0.0015
C_D_C0234422 (Awake),M,0.8551,0.8938
C_D_C0234422 (Awake),N,0.0005,0.0004
C_D_C0234422 (Awake),P,0.1444,0.1058
C_D_C0234425 (Level of consciousness),M,0.9639,0.9938
C_D_C0234425 (Level of consciousness),N,0.0176,0.002
C_D_C0234425 (Level of consciousness),P,0.0185,0.0042
C_D_C0234725 (Hearing normal),M,0.8959,0.9211
C_D_C0234725 (Hearing normal),N,0,0.0001
C_D_C0234725 (Hearing normal),P,0.1041,0.0788
C_D_C0235031 (Neurologic Symptoms),M,0.891,0.8208
C_D_C0235031 (Neurologic Symptoms),N,0.0034,0.0009
C_D_C0235031 (Neurologic Symptoms),P,0.1056,0.1783
C_D_C0235634 (Renal angle tenderness),M,0.9473,0.9626
C_D_C0235634 (Renal angle tenderness),N,0.0399,0.0314
C_D_C0235634 (Renal angle tenderness),P,0.0128,0.0059
C_D_C0238656 (Ankle pain),M,0.986,0.9989
C_D_C0238656 (Ankle pain),N,0.0005,0.0001
C_D_C0238656 (Ankle pain),P,0.0135,0.0009
C_D_C0239008 (Chest wall tenderness),M,0.9144,0.9344
C_D_C0239008 (Chest wall tenderness),N,0.0757,0.0614
C_D_C0239008 (Chest wall tenderness),P,0.01,0.0042
C_D_C0239110 (Consciousness clear),M,0.2057,0.3706
C_D_C0239110 (Consciousness clear),N,0.0042,0.0031
C_D_C0239110 (Consciousness clear),P,0.7901,0.6263
C_D_C0239133 (Hacking cough),M,0.9998,0.9926
C_D_C0239133 (Hacking cough),N,0,0.0001
C_D_C0239133 (Hacking cough),P,0.0002,0.0073
C_D_C0239134 (Productive Cough),M,0.979,0.9167
C_D_C0239134 (Productive Cough),N,0.0015,0.0039
C_D_C0239134 (Productive Cough),P,0.0195,0.0794
C_D_C0239266 (Pain in elbow),M,0.9931,0.9995
C_D_C0239266 (Pain in elbow),N,0.0004,0.0001
C_D_C0239266 (Pain in elbow),P,0.0065,0.0004
C_D_C0239377 (Arm Pain),M,0.9883,0.9969
C_D_C0239377 (Arm Pain),N,0.0013,0.0004
C_D_C0239377 (Arm Pain),P,0.0103,0.0027
C_D_C0239574 (Low grade fever),M,0.9945,0.9829
C_D_C0239574 (Low grade fever),N,0,0.0003
C_D_C0239574 (Low grade fever),P,0.0055,0.0169
C_D_C0239833 (Hand pain),M,0.9924,0.9993
C_D_C0239833 (Hand pain),N,0.0002,0.0001
C_D_C0239833 (Hand pain),P,0.0074,0.0005
C_D_C0239998 (Recurrent infections),M,0.9852,0.9949
C_D_C0239998 (Recurrent infections),N,0.0133,0.0038
C_D_C0239998 (Recurrent infections),P,0.0015,0.0013
C_D_C0241028 (Sexually active),M,0.9873,0.997
C_D_C0241028 (Sexually active),N,0.0008,0.0001
C_D_C0241028 (Sexually active),P,0.0119,0.0028
C_D_C0241164 (Skin tenderness),M,0.9886,0.9942
C_D_C0241164 (Skin tenderness),N,0.0002,0.0004
C_D_C0241164 (Skin tenderness),P,0.0112,0.0054
C_D_C0241889 (Family history),M,0.6546,0.5719
C_D_C0241889 (Family history),N,0.0439,0.0564
C_D_C0241889 (Family history),P,0.3015,0.3717
C_D_C0242429 (Sore Throat),M,0.7863,0.6839
C_D_C0242429 (Sore Throat),N,0.1165,0.093
C_D_C0242429 (Sore Throat),P,0.0971,0.2231
C_D_C0262512 (History of present illness),M,0.1209,0.2381
C_D_C0262512 (History of present illness),N,0.0083,0.0053
C_D_C0262512 (History of present illness),P,0.8708,0.7567
C_D_C0262926 (Medical History),M,0.1259,0.2397
C_D_C0262926 (Medical History),N,0.0247,0.0134
C_D_C0262926 (Medical History),P,0.8494,0.747
C_D_C0277786 (Chief complaint (finding)),M,0.1679,0.3081
C_D_C0277786 (Chief complaint (finding)),N,0.0072,0.007
C_D_C0277786 (Chief complaint (finding)),P,0.8248,0.6849
C_D_C0277797 (Apyrexial),M,0.864,0.8771
C_D_C0277797 (Apyrexial),N,0.0007,0.0007
C_D_C0277797 (Apyrexial),P,0.1353,0.1223
C_D_C0277873 (Nasal Flaring),M,0.9966,0.9861
C_D_C0277873 (Nasal Flaring),N,0.0017,0.0081
C_D_C0277873 (Nasal Flaring),P,0.0017,0.0058
C_D_C0277898 (Normal pulse),M,0.9936,0.9965
C_D_C0277898 (Normal pulse),N,0,0.0001
C_D_C0277898 (Normal pulse),P,0.0064,0.0034
C_D_C0278005 (Normal bowel sounds),M,0.7757,0.6957
C_D_C0278005 (Normal bowel sounds),N,0.0001,0.0001
C_D_C0278005 (Normal bowel sounds),P,0.2243,0.3042
C_D_C0278030 (Color of urine),M,0.9585,0.973
C_D_C0278030 (Color of urine),N,0,0.0001
C_D_C0278030 (Color of urine),P,0.0414,0.0269
C_D_C0278060 (Mental state),M,0.9506,0.9663
C_D_C0278060 (Mental state),N,0.0007,0.0004
C_D_C0278060 (Mental state),P,0.0487,0.0333
C_D_C0278134 (Absence of sensation),M,0.968,0.9857
