===== Class Prior Probabilities =====
P(ENTEROVIRUS=False) = 0.9866395348837209
P(ENTEROVIRUS=True) = 0.01336046511627907

===== Conditional Probabilities =====
P(AGE=Not Mentioned | ENTEROVIRUS=False) = 1.1784809380708267E-4
P(Abdominal Pain=Not Mentioned | ENTEROVIRUS=False) = 0.625045667212709
P(Abdominal Pain=Negated | ENTEROVIRUS=False) = 0.14922277350241006
P(Abdominal Pain=Present | ENTEROVIRUS=False) = 0.22573155928488092
P(Abdominal Pain=Not Mentioned | ENTEROVIRUS=True) = 0.8375325803649001
P(Abdominal Pain=Negated | ENTEROVIRUS=True) = 0.08601216333622937
P(Abdominal Pain=Present | ENTEROVIRUS=True) = 0.07645525629887055
P(Arthralgia=Not Mentioned | ENTEROVIRUS=False) = 0.8702226202962771
P(Arthralgia=Negated | ENTEROVIRUS=False) = 0.04752925647885166
P(Arthralgia=Present | ENTEROVIRUS=False) = 0.08224812322487125
P(Arthralgia=Not Mentioned | ENTEROVIRUS=True) = 0.9530842745438749
P(Arthralgia=Negated | ENTEROVIRUS=True) = 0.02432667245873154
P(Arthralgia=Present | ENTEROVIRUS=True) = 0.022589052997393572
P(Back Pain=Not Mentioned | ENTEROVIRUS=False) = 0.8058406891918966
P(Back Pain=Negated | ENTEROVIRUS=False) = 0.05275005008662039
P(Back Pain=Present | ENTEROVIRUS=False) = 0.14140926072148305
P(Back Pain=Not Mentioned | ENTEROVIRUS=True) = 0.9635099913119027
P(Back Pain=Negated | ENTEROVIRUS=True) = 0.016507384882710686
P(Back Pain=Present | ENTEROVIRUS=True) = 0.01998262380538662
P(Birth History=Not Mentioned | ENTEROVIRUS=False) = 0.979753220275064
P(Birth History=Negated | ENTEROVIRUS=False) = 5.89254357535974E-5
P(Birth History=Present | ENTEROVIRUS=False) = 0.020187854289182468
P(Birth History=Not Mentioned | ENTEROVIRUS=True) = 0.8523023457862728
P(Birth History=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Birth History=Present | ENTEROVIRUS=True) = 0.14682884448305822
P(Bulla=Not Mentioned | ENTEROVIRUS=False) = 0.9849504437085312
P(Bulla=Negated | ENTEROVIRUS=False) = 0.002439513040198932
P(Bulla=Present | ENTEROVIRUS=False) = 0.012610043251269843
P(Bulla=Not Mentioned | ENTEROVIRUS=True) = 0.9730668983492615
P(Bulla=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Bulla=Present | ENTEROVIRUS=True) = 0.026064291920069503
P(Neck Pain=Not Mentioned | ENTEROVIRUS=False) = 0.8738877824001509
P(Neck Pain=Negated | ENTEROVIRUS=False) = 0.06530116790213664
P(Neck Pain=Present | ENTEROVIRUS=False) = 0.06081104969771251
P(Neck Pain=Not Mentioned | ENTEROVIRUS=True) = 0.9278887923544744
P(Neck Pain=Negated | ENTEROVIRUS=True) = 0.051259774109470024
P(Neck Pain=Present | ENTEROVIRUS=True) = 0.020851433536055605
P(Chest Pain=Not Mentioned | ENTEROVIRUS=False) = 0.5325563032538626
P(Chest Pain=Negated | ENTEROVIRUS=False) = 0.3043616607544813
P(Chest Pain=Present | ENTEROVIRUS=False) = 0.16308203599165616
P(Chest Pain=Not Mentioned | ENTEROVIRUS=True) = 0.8479582971329279
P(Chest Pain=Negated | ENTEROVIRUS=True) = 0.11120764552562988
P(Chest Pain=Present | ENTEROVIRUS=True) = 0.04083405734144222
P(Chest wall pain=Not Mentioned | ENTEROVIRUS=False) = 0.9864235796023711
P(Chest wall pain=Negated | ENTEROVIRUS=False) = 2.94627178767987E-4
P(Chest wall pain=Present | ENTEROVIRUS=False) = 0.013281793218860853
P(Chest wall pain=Not Mentioned | ENTEROVIRUS=True) = 0.998262380538662
P(Chest wall pain=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Chest wall pain=Present | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Comorbidity=Not Mentioned | ENTEROVIRUS=False) = 0.9946613555207241
P(Comorbidity=Negated | ENTEROVIRUS=False) = 2.94627178767987E-4
P(Comorbidity=Present | ENTEROVIRUS=False) = 0.005044017300507938
P(Comorbidity=Not Mentioned | ENTEROVIRUS=True) = 0.9904430929626412
P(Comorbidity=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Comorbidity=Present | ENTEROVIRUS=True) = 0.008688097306689836
P(Consciousness related finding=Not Mentioned | ENTEROVIRUS=False) = 0.9510329628887606
P(Consciousness related finding=Negated | ENTEROVIRUS=False) = 8.720964491532414E-4
P(Consciousness related finding=Present | ENTEROVIRUS=False) = 0.048094940662086194
P(Consciousness related finding=Not Mentioned | ENTEROVIRUS=True) = 0.9687228496959166
P(Consciousness related finding=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Consciousness related finding=Present | ENTEROVIRUS=True) = 0.030408340573414423
P(Constipation=Not Mentioned | ENTEROVIRUS=False) = 0.8773997383710652
P(Constipation=Negated | ENTEROVIRUS=False) = 0.033139665067823176
P(Constipation=Present | ENTEROVIRUS=False) = 0.08946059656111156
P(Constipation=Not Mentioned | ENTEROVIRUS=True) = 0.9400521285838401
P(Constipation=Negated | ENTEROVIRUS=True) = 0.01216333622936577
P(Constipation=Present | ENTEROVIRUS=True) = 0.04778453518679409
P(Constitutional Symptom=Not Mentioned | ENTEROVIRUS=False) = 0.8594510506405195
P(Constitutional Symptom=Negated | ENTEROVIRUS=False) = 0.009428069720575584
P(Constitutional Symptom=Present | ENTEROVIRUS=False) = 0.13112087963890492
P(Constitutional Symptom=Not Mentioned | ENTEROVIRUS=True) = 0.6020851433536055
P(Constitutional Symptom=Negated | ENTEROVIRUS=True) = 0.010425716768027803
P(Constitutional Symptom=Present | ENTEROVIRUS=True) = 0.38748913987836664
P(Coughing=Not Mentioned | ENTEROVIRUS=False) = 0.665586367011184
P(Coughing=Negated | ENTEROVIRUS=False) = 0.17365325916585153
P(Coughing=Present | ENTEROVIRUS=False) = 0.16076037382296443
P(Coughing=Not Mentioned | ENTEROVIRUS=True) = 0.5655951346655083
P(Coughing=Negated | ENTEROVIRUS=True) = 0.12423979148566464
P(Coughing=Present | ENTEROVIRUS=True) = 0.31016507384882713
P(Cyanosis=Not Mentioned | ENTEROVIRUS=False) = 0.9568430108540653
P(Cyanosis=Negated | ENTEROVIRUS=False) = 0.027765665327095092
P(Cyanosis=Present | ENTEROVIRUS=False) = 0.01539132381883964
P(Cyanosis=Not Mentioned | ENTEROVIRUS=True) = 0.9730668983492615
P(Cyanosis=Negated | ENTEROVIRUS=True) = 0.011294526498696786
P(Cyanosis=Present | ENTEROVIRUS=True) = 0.015638575152041704
P(Diarrhea=Not Mentioned | ENTEROVIRUS=False) = 0.6897693658444605
P(Diarrhea=Negated | ENTEROVIRUS=False) = 0.12109177047364265
P(Diarrhea=Present | ENTEROVIRUS=False) = 0.18913886368189692
P(Diarrhea=Not Mentioned | ENTEROVIRUS=True) = 0.7280625543006082
P(Diarrhea=Negated | ENTEROVIRUS=True) = 0.08861859252823631
P(Diarrhea=Present | ENTEROVIRUS=True) = 0.1833188531711555
P(Diplopia=Not Mentioned | ENTEROVIRUS=False) = 0.9433608711536422
P(Diplopia=Negated | ENTEROVIRUS=False) = 0.0257739855986235
P(Diplopia=Present | ENTEROVIRUS=False) = 0.030865143247734317
P(Diplopia=Not Mentioned | ENTEROVIRUS=True) = 0.9852302345786272
P(Diplopia=Negated | ENTEROVIRUS=True) = 0.008688097306689836
P(Diplopia=Present | ENTEROVIRUS=True) = 0.006081668114682885
P(Dizziness=Not Mentioned | ENTEROVIRUS=False) = 0.8573886603891436
P(Dizziness=Negated | ENTEROVIRUS=False) = 0.019339328014330665
P(Dizziness=Present | ENTEROVIRUS=False) = 0.12327201159652576
P(Dizziness=Not Mentioned | ENTEROVIRUS=True) = 0.9756733275412685
P(Dizziness=Negated | ENTEROVIRUS=True) = 0.005212858384013901
P(Dizziness=Present | ENTEROVIRUS=True) = 0.019113814074717638
P(Drowsiness=Not Mentioned | ENTEROVIRUS=False) = 0.9718807820583834
P(Drowsiness=Negated | ENTEROVIRUS=False) = 6.246096189881324E-4
P(Drowsiness=Present | ENTEROVIRUS=False) = 0.027494608322628546
P(Drowsiness=Not Mentioned | ENTEROVIRUS=True) = 0.9591659426585578
P(Drowsiness=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Drowsiness=Present | ENTEROVIRUS=True) = 0.03996524761077324
P(Dyspnea=Not Mentioned | ENTEROVIRUS=False) = 0.503635699385997
P(Dyspnea=Negated | ENTEROVIRUS=False) = 0.2526840535985764
P(Dyspnea=Present | ENTEROVIRUS=False) = 0.24368024701542668
P(Dyspnea=Not Mentioned | ENTEROVIRUS=True) = 0.6924413553431799
P(Dyspnea=Negated | ENTEROVIRUS=True) = 0.12945264986967853
P(Dyspnea=Present | ENTEROVIRUS=True) = 0.17810599478714162
P(Dysuria=Not Mentioned | ENTEROVIRUS=False) = 0.7117485533805522
P(Dysuria=Negated | ENTEROVIRUS=False) = 0.21558459924811144
P(Dysuria=Present | ENTEROVIRUS=False) = 0.07266684737133632
P(Dysuria=Not Mentioned | ENTEROVIRUS=True) = 0.8835794960903562
P(Dysuria=Negated | ENTEROVIRUS=True) = 0.09643788010425716
P(Dysuria=Present | ENTEROVIRUS=True) = 0.01998262380538662
P(Exanthema=Not Mentioned | ENTEROVIRUS=False) = 0.44132794362014305
P(Exanthema=Negated | ENTEROVIRUS=False) = 0.47024854748800865
P(Exanthema=Present | ENTEROVIRUS=False) = 0.08842350889184826
P(Exanthema=Not Mentioned | ENTEROVIRUS=True) = 0.43353605560382275
P(Exanthema=Negated | ENTEROVIRUS=True) = 0.34057341442224154
P(Exanthema=Present | ENTEROVIRUS=True) = 0.22589052997393572
P(Facial Pain=Not Mentioned | ENTEROVIRUS=False) = 0.9917032986458935
P(Facial Pain=Negated | ENTEROVIRUS=False) = 4.596183988780597E-4
P(Facial Pain=Present | ENTEROVIRUS=False) = 0.007837082955228454
P(Facial Pain=Not Mentioned | ENTEROVIRUS=True) = 0.998262380538662
P(Facial Pain=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Facial Pain=Present | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Fatigue=Not Mentioned | ENTEROVIRUS=False) = 0.9381047222844213
P(Fatigue=Negated | ENTEROVIRUS=False) = 0.018997560486959802
P(Fatigue=Present | ENTEROVIRUS=False) = 0.0428977172286189
P(Fatigue=Not Mentioned | ENTEROVIRUS=True) = 0.9235447437011295
P(Fatigue=Negated | ENTEROVIRUS=True) = 0.007819287576020852
P(Fatigue=Present | ENTEROVIRUS=True) = 0.0686359687228497
P(Fever=Not Mentioned | ENTEROVIRUS=False) = 0.39813559921275615
P(Fever=Negated | ENTEROVIRUS=False) = 0.40259036215572813
P(Fever=Present | ENTEROVIRUS=False) = 0.1992740386315157
P(Fever=Not Mentioned | ENTEROVIRUS=True) = 0.3006081668114683
P(Fever=Negated | ENTEROVIRUS=True) = 0.18679409209383144
P(Fever=Present | ENTEROVIRUS=True) = 0.5125977410947002
P(Flank Pain=Not Mentioned | ENTEROVIRUS=False) = 0.9782565142069226
P(Flank Pain=Negated | ENTEROVIRUS=False) = 0.0031348331820913815
P(Flank Pain=Present | ENTEROVIRUS=False) = 0.018608652610986057
P(Flank Pain=Not Mentioned | ENTEROVIRUS=True) = 0.9973935708079931
P(Flank Pain=Negated | ENTEROVIRUS=True) = 0.0017376194613379669
P(Flank Pain=Present | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Foot pain=Not Mentioned | ENTEROVIRUS=False) = 0.9836658692091028
P(Foot pain=Negated | ENTEROVIRUS=False) = 4.596183988780597E-4
P(Foot pain=Present | ENTEROVIRUS=False) = 0.01587451239201914
P(Foot pain=Not Mentioned | ENTEROVIRUS=True) = 0.9956559513466551
P(Foot pain=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Foot pain=Present | ENTEROVIRUS=True) = 0.0034752389226759338
P(Gait=Not Mentioned | ENTEROVIRUS=False) = 0.9556527170518426
P(Gait=Negated | ENTEROVIRUS=False) = 5.185438346316571E-4
P(Gait=Present | ENTEROVIRUS=False) = 0.04382873911352574
P(Gait=Not Mentioned | ENTEROVIRUS=True) = 0.9895742832319722
P(Gait=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Gait=Present | ENTEROVIRUS=True) = 0.009556907037358819
P(Glycosuria=Not Mentioned | ENTEROVIRUS=False) = 0.8904929701955145
P(Glycosuria=Negated | ENTEROVIRUS=False) = 1.178508715071948E-4
P(Glycosuria=Present | ENTEROVIRUS=False) = 0.10938917893297821
P(Glycosuria=Not Mentioned | ENTEROVIRUS=True) = 0.8644656820156386
P(Glycosuria=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Glycosuria=Present | ENTEROVIRUS=True) = 0.13466550825369245
P(Headache=Not Mentioned | ENTEROVIRUS=False) = 0.7022379880499217
P(Headache=Negated | ENTEROVIRUS=False) = 0.1599118475481126
P(Headache=Present | ENTEROVIRUS=False) = 0.13785016440196576
P(Headache=Not Mentioned | ENTEROVIRUS=True) = 0.8827106863596872
P(Headache=Negated | ENTEROVIRUS=True) = 0.06255430060816682
P(Headache=Present | ENTEROVIRUS=True) = 0.05473501303214596
P(Heart murmur=Not Mentioned | ENTEROVIRUS=False) = 0.43963089107043946
P(Heart murmur=Negated | ENTEROVIRUS=False) = 0.5332280532214536
P(Heart murmur=Present | ENTEROVIRUS=False) = 0.027141055708106963
P(Heart murmur=Not Mentioned | ENTEROVIRUS=True) = 0.41963509991311904
P(Heart murmur=Negated | ENTEROVIRUS=True) = 0.5612510860121633
P(Heart murmur=Present | ENTEROVIRUS=True) = 0.019113814074717638
P(Hemoglobin concentration result=Not Mentioned | ENTEROVIRUS=False) = 0.7654414104392302
P(Hemoglobin concentration result=Negated | ENTEROVIRUS=False) = 8.249561005503636E-5
P(Hemoglobin concentration result=Present | ENTEROVIRUS=False) = 0.23447609395071475
P(Hemoglobin concentration result=Not Mentioned | ENTEROVIRUS=True) = 0.731537793223284
P(Hemoglobin concentration result=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Hemoglobin concentration result=Present | ENTEROVIRUS=True) = 0.2675933970460469
P(Hepatosplenomegaly=Not Mentioned | ENTEROVIRUS=False) = 0.9165615829729061
P(Hepatosplenomegaly=Negated | ENTEROVIRUS=False) = 0.08092819346399066
P(Hepatosplenomegaly=Present | ENTEROVIRUS=False) = 0.002510223563103249
P(Hepatosplenomegaly=Not Mentioned | ENTEROVIRUS=True) = 0.9652476107732406
P(Hepatosplenomegaly=Negated | ENTEROVIRUS=True) = 0.019113814074717638
P(Hepatosplenomegaly=Present | ENTEROVIRUS=True) = 0.015638575152041704
P(Hip joint pain=Not Mentioned | ENTEROVIRUS=False) = 0.9874960225330867
P(Hip joint pain=Negated | ENTEROVIRUS=False) = 7.188903161938883E-4
P(Hip joint pain=Present | ENTEROVIRUS=False) = 0.01178508715071948
P(Hip joint pain=Not Mentioned | ENTEROVIRUS=True) = 0.998262380538662
P(Hip joint pain=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Hip joint pain=Present | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Hypesthesia=Not Mentioned | ENTEROVIRUS=False) = 0.7492015603455388
P(Hypesthesia=Negated | ENTEROVIRUS=False) = 0.16415447892237164
P(Hypesthesia=Present | ENTEROVIRUS=False) = 0.08664396073208962
P(Hypesthesia=Not Mentioned | ENTEROVIRUS=True) = 0.9417897480451781
P(Hypesthesia=Negated | ENTEROVIRUS=True) = 0.03996524761077324
P(Hypesthesia=Present | ENTEROVIRUS=True) = 0.018245004344048653
P(Infant, Premature=Not Mentioned | ENTEROVIRUS=False) = 0.9985386491933108
P(Infant, Premature=Negated | ENTEROVIRUS=False) = 4.714034860287792E-5
P(Infant, Premature=Present | ENTEROVIRUS=False) = 0.0014142104580863375
P(Infant, Premature=Not Mentioned | ENTEROVIRUS=True) = 0.9808861859252823
P(Infant, Premature=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Infant, Premature=Present | ENTEROVIRUS=True) = 0.018245004344048653
P(Icterus=Not Mentioned | ENTEROVIRUS=False) = 0.7172168338184861
P(Icterus=Negated | ENTEROVIRUS=False) = 0.05364571671007507
P(Icterus=Present | ENTEROVIRUS=False) = 0.22913744947143885
P(Icterus=Not Mentioned | ENTEROVIRUS=True) = 0.8331885317115552
P(Icterus=Negated | ENTEROVIRUS=True) = 0.11902693310165074
P(Icterus=Present | ENTEROVIRUS=True) = 0.04778453518679409
P(Pain in lower limb=Not Mentioned | ENTEROVIRUS=False) = 0.973530694259484
P(Pain in lower limb=Negated | ENTEROVIRUS=False) = 0.004643324337383475
P(Pain in lower limb=Present | ENTEROVIRUS=False) = 0.021825981403132477
P(Pain in lower limb=Not Mentioned | ENTEROVIRUS=True) = 0.9947871416159861
P(Pain in lower limb=Negated | ENTEROVIRUS=True) = 0.0017376194613379669
P(Pain in lower limb=Present | ENTEROVIRUS=True) = 0.0034752389226759338
P(Low Back Pain=Not Mentioned | ENTEROVIRUS=False) = 0.9661060893545308
P(Low Back Pain=Negated | ENTEROVIRUS=False) = 5.185438346316571E-4
P(Low Back Pain=Present | ENTEROVIRUS=False) = 0.03337536681083757
P(Low Back Pain=Not Mentioned | ENTEROVIRUS=True) = 0.9956559513466551
P(Low Back Pain=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Low Back Pain=Present | ENTEROVIRUS=True) = 0.0034752389226759338
P(Meningism=Not Mentioned | ENTEROVIRUS=False) = 0.9778440361566474
P(Meningism=Negated | ENTEROVIRUS=False) = 0.020211424463483906
P(Meningism=Present | ENTEROVIRUS=False) = 0.001944539379868714
P(Meningism=Not Mentioned | ENTEROVIRUS=True) = 0.9713292788879235
P(Meningism=Negated | ENTEROVIRUS=True) = 0.021720243266724587
P(Meningism=Present | ENTEROVIRUS=True) = 0.0069504778453518675
P(Muscle Cramp=Not Mentioned | ENTEROVIRUS=False) = 0.9779972422896067
P(Muscle Cramp=Negated | ENTEROVIRUS=False) = 0.0018384735955122389
P(Muscle Cramp=Present | ENTEROVIRUS=False) = 0.02016428411488103
P(Muscle Cramp=Not Mentioned | ENTEROVIRUS=True) = 0.9956559513466551
P(Muscle Cramp=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Muscle Cramp=Present | ENTEROVIRUS=True) = 0.0034752389226759338
P(Nasal congestion (finding)=Not Mentioned | ENTEROVIRUS=False) = 0.8961851672893121
P(Nasal congestion (finding)=Negated | ENTEROVIRUS=False) = 0.07551883846181043
P(Nasal congestion (finding)=Present | ENTEROVIRUS=False) = 0.028295994248877472
P(Nasal congestion (finding)=Not Mentioned | ENTEROVIRUS=True) = 0.8088618592528236
P(Nasal congestion (finding)=Negated | ENTEROVIRUS=True) = 0.04778453518679409
P(Nasal congestion (finding)=Present | ENTEROVIRUS=True) = 0.14335360556038226
P(Nausea=Not Mentioned | ENTEROVIRUS=False) = 0.6163482728954781
P(Nausea=Negated | ENTEROVIRUS=False) = 0.1716969346988321
P(Nausea=Present | ENTEROVIRUS=False) = 0.21195479240568985
P(Nausea=Not Mentioned | ENTEROVIRUS=True) = 0.8861859252823632
P(Nausea=Negated | ENTEROVIRUS=True) = 0.05473501303214596
P(Nausea=Present | ENTEROVIRUS=True) = 0.059079061685490875
P(Numbness=Not Mentioned | ENTEROVIRUS=False) = 0.747009534135505
P(Numbness=Negated | ENTEROVIRUS=False) = 0.16592224199497954
P(Numbness=Present | ENTEROVIRUS=False) = 0.08706822386951552
P(Numbness=Not Mentioned | ENTEROVIRUS=True) = 0.9426585577758471
P(Numbness=Negated | ENTEROVIRUS=True) = 0.03996524761077324
P(Numbness=Present | ENTEROVIRUS=True) = 0.01737619461337967
P(Decreased translucency=Not Mentioned | ENTEROVIRUS=False) = 0.988155987413527
P(Decreased translucency=Negated | ENTEROVIRUS=False) = 2.5927191731582854E-4
P(Decreased translucency=Present | ENTEROVIRUS=False) = 0.011584740669157248
P(Decreased translucency=Not Mentioned | ENTEROVIRUS=True) = 0.9313640312771503
P(Decreased translucency=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Decreased translucency=Present | ENTEROVIRUS=True) = 0.0677671589921807
P(Pain=Not Mentioned | ENTEROVIRUS=False) = 0.48862149835598034
P(Pain=Negated | ENTEROVIRUS=False) = 0.10646647731959978
P(Pain=Present | ENTEROVIRUS=False) = 0.40491202432441986
P(Pain=Not Mentioned | ENTEROVIRUS=True) = 0.7497827975673328
P(Pain=Negated | ENTEROVIRUS=True) = 0.04865334491746308
P(Pain=Present | ENTEROVIRUS=True) = 0.20156385751520417
P(Pallor=Not Mentioned | ENTEROVIRUS=False) = 0.9423355685715296
P(Pallor=Negated | ENTEROVIRUS=False) = 0.042862361967166744
P(Pallor=Present | ENTEROVIRUS=False) = 0.014802069461303666
P(Pallor=Not Mentioned | ENTEROVIRUS=True) = 0.8879235447437012
P(Pallor=Negated | ENTEROVIRUS=True) = 0.09556907037358818
P(Pallor=Present | ENTEROVIRUS=True) = 0.016507384882710686
P(Palpitations=Not Mentioned | ENTEROVIRUS=False) = 0.8111204082354189
P(Palpitations=Negated | ENTEROVIRUS=False) = 0.09048589914322416
P(Palpitations=Present | ENTEROVIRUS=False) = 0.09839369262135693
P(Palpitations=Not Mentioned | ENTEROVIRUS=True) = 0.950477845351868
P(Palpitations=Negated | ENTEROVIRUS=True) = 0.023457862728062554
P(Palpitations=Present | ENTEROVIRUS=True) = 0.026064291920069503
P(PARENTAL CONCERNS=Not Mentioned | ENTEROVIRUS=False) = 0.995380245836918
P(PARENTAL CONCERNS=Negated | ENTEROVIRUS=False) = 1.178508715071948E-5
P(PARENTAL CONCERNS=Present | ENTEROVIRUS=False) = 0.004607969075931317
P(PARENTAL CONCERNS=Not Mentioned | ENTEROVIRUS=True) = 0.9548218940052129
P(PARENTAL CONCERNS=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(PARENTAL CONCERNS=Present | ENTEROVIRUS=True) = 0.044309296264118156
P(Pelvic Pain=Not Mentioned | ENTEROVIRUS=False) = 0.991432241641427
P(Pelvic Pain=Negated | ENTEROVIRUS=False) = 0.0015084911552920935
P(Pelvic Pain=Present | ENTEROVIRUS=False) = 0.007059267203280969
P(Pelvic Pain=Not Mentioned | ENTEROVIRUS=True) = 0.996524761077324
P(Pelvic Pain=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Pelvic Pain=Present | ENTEROVIRUS=True) = 0.0026064291920069507
P(Polyuria=Not Mentioned | ENTEROVIRUS=False) = 0.9351820206710428
P(Polyuria=Negated | ENTEROVIRUS=False) = 0.0594086243267769
P(Polyuria=Present | ENTEROVIRUS=False) = 0.0054093550021802415
P(Polyuria=Not Mentioned | ENTEROVIRUS=True) = 0.9782797567332754
P(Polyuria=Negated | ENTEROVIRUS=True) = 0.018245004344048653
P(Polyuria=Present | ENTEROVIRUS=True) = 0.0034752389226759338
P(Problem=Not Mentioned | ENTEROVIRUS=False) = 0.939672138875467
P(Problem=Negated | ENTEROVIRUS=False) = 0.009828762683700046
P(Problem=Present | ENTEROVIRUS=False) = 0.05049909844083297
P(Problem=Not Mentioned | ENTEROVIRUS=True) = 0.952215464813206
P(Problem=Negated | ENTEROVIRUS=True) = 0.015638575152041704
P(Problem=Present | ENTEROVIRUS=True) = 0.03214596003475239
P(Pruritus=Not Mentioned | ENTEROVIRUS=False) = 0.9322475339705137
P(Pruritus=Negated | ENTEROVIRUS=False) = 0.01975180606460585
P(Pruritus=Present | ENTEROVIRUS=False) = 0.04800065996488044
P(Pruritus=Not Mentioned | ENTEROVIRUS=True) = 0.945264986967854
P(Pruritus=Negated | ENTEROVIRUS=True) = 0.011294526498696786
P(Pruritus=Present | ENTEROVIRUS=True) = 0.043440486533449174
P(Sciatica=Not Mentioned | ENTEROVIRUS=False) = 0.9901830224034507
P(Sciatica=Negated | ENTEROVIRUS=False) = 1.649912201100727E-4
P(Sciatica=Present | ENTEROVIRUS=False) = 0.009651986376439254
P(Sciatica=Not Mentioned | ENTEROVIRUS=True) = 0.9973935708079931
P(Sciatica=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Sciatica=Present | ENTEROVIRUS=True) = 0.0017376194613379669
P(Seizures=Not Mentioned | ENTEROVIRUS=False) = 0.9303501349392479
P(Seizures=Negated | ENTEROVIRUS=False) = 0.01673482375402166
P(Seizures=Present | ENTEROVIRUS=False) = 0.05291504130673046
P(Seizures=Not Mentioned | ENTEROVIRUS=True) = 0.9061685490877498
P(Seizures=Negated | ENTEROVIRUS=True) = 0.03214596003475239
P(Seizures=Present | ENTEROVIRUS=True) = 0.06168549087749783
P(Shoulder Pain=Not Mentioned | ENTEROVIRUS=False) = 0.9855986235018208
P(Shoulder Pain=Negated | ENTEROVIRUS=False) = 3.1819735306942595E-4
P(Shoulder Pain=Present | ENTEROVIRUS=False) = 0.014083179145109778
P(Shoulder Pain=Not Mentioned | ENTEROVIRUS=True) = 0.9973935708079931
P(Shoulder Pain=Negated | ENTEROVIRUS=True) = 8.688097306689834E-4
P(Shoulder Pain=Present | ENTEROVIRUS=True) = 0.0017376194613379669
